Region,ZoneSubzone,SiteSeries,SS_NoSpace,NonProd,Standard,PreferredAcceptable,Suitability,Spp,Species,FN1,FN2,FN3,FN4,FN5,FN6,Flag
Kamloops,ICHmk1,5,ICHmk1/05,,82067,P,1,Sx,Sx,,,,,,,0
Kamloops,ICHmk1,5,ICHmk1/05,,82067,A,2,Bl,Bl,,,,,,,0
Kamloops,ICHmk1,5,ICHmk1/05,,82067,P,2,Fd,Fd,9,14,32,,,,0
Kamloops,ICHmk1,5,ICHmk1/05,,82067,P,2,Lw,Lw,9,14,32,,,,0
Kamloops,ICHmk1,5,ICHmk1/05,,82067,A,3,Cw,Cw,32,,,,,,0
Kamloops,ICHmk1,6,ICHmk1/06,,82068,X,0,Act,Act,901,,,,,,0
Kamloops,ICHmk1,6,ICHmk1/06,,82068,X,0,At,At,901,,,,,,0
Kamloops,ICHmk1,6,ICHmk1/06,,82068,X,0,Ep,Ep,901,,,,,,0
Kamloops,ICHmk1,6,ICHmk1/06,,82068,P,1,Pl,Pl,,,,,,,0
Kamloops,ICHmk1,6,ICHmk1/06,,82068,P,1,Sx,Sx,,,,,,,0
Kamloops,ICHmk1,6,ICHmk1/06,,82068,A,2,Bl,Bl,,,,,,,0
Kamloops,ICHmk1,6,ICHmk1/06,,82068,P,2,Fd,Fd,9,14,32,,,,0
Kamloops,ICHmk1,6,ICHmk1/06,,82068,P,2,Lw,Lw,9,14,32,,,,0
Kamloops,ICHmk1,6,ICHmk1/06,,82068,A,3,Cw,Cw,32,,,,,,0
Kamloops,ICHmk1,7,ICHmk1/07,,82069,X,0,Act,Act,901,,,,,,0
Kamloops,ICHmk1,7,ICHmk1/07,,82069,X,0,At,At,901,,,,,,0
Kamloops,ICHmk1,7,ICHmk1/07,,82069,X,0,Ep,Ep,901,,,,,,0
Kamloops,ICHmk1,7,ICHmk1/07,,82069,P,1,Lw,Lw,1,32,,,,,0
Kamloops,ICHmk1,7,ICHmk1/07,,82069,P,1,Pl,Pl,1,,,,,,0
Kamloops,ICHmk1,7,ICHmk1/07,,82069,P,1,Sx,Sx,1,,,,,,0
Kamloops,ICHmk1,7,ICHmk1/07,,82069,A,2,Bl,Bl,1,,,,,,0
Kamloops,ICHmk1,7,ICHmk1/07,,82069,P,2,Fd,Fd,1,32,,,,,0
Kamloops,ICHmk1,7,ICHmk1/07,,82069,A,3,Cw,Cw,32,,,,,,0
Kamloops,ICHmk1,8,ICHmk1/08,,999,P,0,X,NonForested,,,,,,,0
Kamloops,ICHmk1,8,ICHmk1/08,,999,P,1,X,NonForested,,,,,,,0
Kamloops,ICHmk1,8,ICHmk1/08,,999,P,2,X,NonForested,,,,,,,0
Kamloops,ICHmk1,8,ICHmk1/08,,999,P,3,X,NonForested,,,,,,,0
Kamloops,ICHmk2,1,ICHmk2/01,,82070,X,0,Act,Act,901,,,,,,0
Kamloops,ICHmk2,1,ICHmk2/01,,82070,X,0,At,At,901,,,,,,0
Kamloops,ICHmk2,1,ICHmk2/01,,82070,X,0,Ep,Ep,901,,,,,,0
Kamloops,ICHmk2,1,ICHmk2/01,,82070,P,1,Fd,Fd,9,14,32,,,,0
Kamloops,ICHmk2,1,ICHmk2/01,,82070,P,1,Pl,Pl,,,,,,,0
Kamloops,ICHmk2,1,ICHmk2/01,,82070,P,1,Sx,Sx,,,,,,,0
Kamloops,ICHmk2,1,ICHmk2/01,,82070,A,2,Bl,Bl,10,13,,,,,0
Kamloops,ICHmk2,1,ICHmk2/01,,82070,A,3,Cw,Cw,,,,,,,0
Kamloops,ICHmk2,1,ICHmk2/01,,82070,X,3,Lw,Lw,9,14,23,32,,,0
Kamloops,ICHmk2,2,ICHmk2/02,,82071,X,0,At,At,901,,,,,,0
Kamloops,ICHmk2,2,ICHmk2/02,,82071,X,0,Ep,Ep,901,,,,,,0
Kamloops,ICHmk2,2,ICHmk2/02,,82071,P,1,Fd,Fd,,,,,,,0
Kamloops,ICHmk2,2,ICHmk2/02,,82071,P,1,Pl,Pl,,,,,,,0
Kamloops,ICHmk2,2,ICHmk2/02,,82071,X,3,Bl,Bl,10,13,,,,,0
Kamloops,ICHmk2,2,ICHmk2/02,,82071,A,3,Sx,Sx,10,13,,,,,0
Kamloops,ICHmk2,3,ICHmk2/03,,82072,X,0,At,At,901,,,,,,0
Kamloops,ICHmk2,3,ICHmk2/03,,82072,X,0,Ep,Ep,901,,,,,,0
Kamloops,ICHmk2,3,ICHmk2/03,,82072,P,1,Fd,Fd,,,,,,,0
Kamloops,ICHmk2,3,ICHmk2/03,,82072,P,1,Pl,Pl,,,,,,,0
Kamloops,ICHmk2,3,ICHmk2/03,,82072,P,2,Sx,Sx,10,13,,,,,0
Kamloops,ICHmk2,3,ICHmk2/03,,82072,X,3,Bl,Bl,10,13,,,,,0
Kamloops,ICHmk2,3,ICHmk2/03,,82072,A,3,Cw,Cw,10,13,,,,,0
Kamloops,ICHmk2,4,ICHmk2/04,,82073,X,0,At,At,901,,,,,,0
Kamloops,ICHmk2,4,ICHmk2/04,,82073,X,0,Ep,Ep,901,,,,,,0
Kamloops,ICHmk2,4,ICHmk2/04,,82073,P,1,Fd,Fd,,,,,,,0
Kamloops,ICHmk2,4,ICHmk2/04,,82073,P,1,Pl,Pl,,,,,,,0
Kamloops,ICHmk2,4,ICHmk2/04,,82073,A,2,Bl,Bl,10,13,,,,,0
Kamloops,ICHmk2,4,ICHmk2/04,,82073,P,2,Sx,Sx,,,,,,,0
Kamloops,ICHmk2,4,ICHmk2/04,,82073,A,3,Cw,Cw,10,13,,,,,0
Kamloops,ICHmk2,4,ICHmk2/04,,82073,X,3,Lw,Lw,9,14,23,32,,,0
Kamloops,ICHmk2,5,ICHmk2/05,,82074,X,0,Act,Act,901,,,,,,0
Kamloops,ICHmk2,5,ICHmk2/05,,82074,X,0,At,At,901,,,,,,0
Kamloops,ICHmk2,5,ICHmk2/05,,82074,X,0,Ep,Ep,901,,,,,,0
Kamloops,ICHmk2,5,ICHmk2/05,,82074,P,1,Fd,Fd,9,14,32,,,,0
Kamloops,ICHmk2,5,ICHmk2/05,,82074,P,1,Pl,Pl,,,,,,,0
Kamloops,ICHmk2,5,ICHmk2/05,,82074,P,1,Sx,Sx,,,,,,,0
Kamloops,ICHmk2,5,ICHmk2/05,,82074,A,2,Bl,Bl,13,,,,,,0
Kamloops,ICHmk2,5,ICHmk2/05,,82074,A,3,Cw,Cw,32,,,,,,0
Kamloops,ICHmk2,6,ICHmk2/06,,82075,X,0,Act,Act,901,,,,,,0
Kamloops,ICHmk2,6,ICHmk2/06,,82075,X,0,At,At,901,,,,,,0
Kamloops,ICHmk2,6,ICHmk2/06,,82075,X,0,Ep,Ep,901,,,,,,0
Kamloops,ICHmk2,6,ICHmk2/06,,82075,P,1,Pl,Pl,1,,,,,,0
Kamloops,ICHmk2,6,ICHmk2/06,,82075,P,1,Sx,Sx,1,,,,,,0
Kamloops,ICHmk2,6,ICHmk2/06,,82075,A,2,Bl,Bl,1,,,,,,0
Kamloops,ICHmk2,6,ICHmk2/06,,82075,P,2,Fd,Fd,1,32,,,,,0
Kamloops,ICHmk2,6,ICHmk2/06,,82075,A,3,Cw,Cw,32,,,,,,0
Kamloops,ICHmw2,1,ICHmw2/01,,82076,X,0,Act,Act,901,,,,,,0
Kamloops,ICHmw2,1,ICHmw2/01,,82076,X,0,At,At,901,,,,,,0
Kamloops,ICHmw2,1,ICHmw2/01,,82076,X,0,Ep,Ep,901,,,,,,0
Kamloops,ICHmw2,1,ICHmw2/01,,82076,P,1,Fd,Fd,,,,,,,0
Kamloops,ICHmw2,1,ICHmw2/01,,82076,P,1,Lw,Lw,,,,,,,0
Kamloops,ICHmw2,1,ICHmw2/01,,82076,A,2,Pl,Pl,51,,,,,,0
Kamloops,ICHmw2,1,ICHmw2/01,,82076,X,3,Bl,Bl,10,13,,,,,0
Kamloops,ICHmw2,1,ICHmw2/01,,82076,A,3,Cw,Cw,,,,,,,0
Kamloops,ICHmw2,1,ICHmw2/01,,82076,X,3,Hw,Hw,,,,,,,0
Kamloops,ICHmw2,1,ICHmw2/01,,82076,A,3,Pw,Pw,31,,,,,,0
Kamloops,ICHmw2,1,ICHmw2/01,,82076,X,3,Py,Py,9,14,23,,,,0
Kamloops,ICHmw2,1,ICHmw2/01,,82076,A,3,Sx,Sx,10,13,,,,,0
Kamloops,ICHmw2,01-YS,ICHmw2/01-YS,,82077,X,0,Act,Act,901,,,,,,0
Kamloops,ICHmw2,01-YS,ICHmw2/01-YS,,82077,X,0,At,At,901,,,,,,0
Kamloops,ICHmw2,01-YS,ICHmw2/01-YS,,82077,X,0,Ep,Ep,901,,,,,,0
Kamloops,ICHmw2,01-YS,ICHmw2/01-YS,,82077,P,1,Fd,Fd,,,,,,,0
Kamloops,ICHmw2,01-YS,ICHmw2/01-YS,,82077,P,1,Lw,Lw,,,,,,,0
Kamloops,ICHmw2,01-YS,ICHmw2/01-YS,,82077,P,2,Cw,Cw,10,13,,,,,0
Kamloops,ICHmw2,01-YS,ICHmw2/01-YS,,82077,A,2,Hw,Hw,10,13,,,,,0
Kamloops,ICHmw2,01-YS,ICHmw2/01-YS,,82077,A,2,Pl,Pl,51,,,,,,0
Kamloops,ICHmw2,01-YS,ICHmw2/01-YS,,82077,P,2,Sx,Sx,10,13,,,,,0
Kamloops,ICHmw2,01-YS,ICHmw2/01-YS,,82077,X,3,Bl,Bl,,,,,,,0
Kamloops,ICHmw2,01-YS,ICHmw2/01-YS,,82077,A,3,Pw,Pw,31,,,,,,0
Kamloops,ICHmw2,2,ICHmw2/02,,82078,X,0,At,At,901,,,,,,0
Kamloops,ICHmw2,2,ICHmw2/02,,82078,X,0,Ep,Ep,901,,,,,,0
Kamloops,ICHmw2,2,ICHmw2/02,,82078,P,1,Fd,Fd,,,,,,,0
Kamloops,ICHmw2,2,ICHmw2/02,,82078,P,1,Lw,Lw,,,,,,,0
Kamloops,ICHmw2,2,ICHmw2/02,,82078,P,1,Pl,Pl,51,,,,,,0
Kamloops,ICHmw2,2,ICHmw2/02,,82078,X,3,Bl,Bl,10,13,,,,,0
Kamloops,ICHmw2,2,ICHmw2/02,,82078,A,3,Cw,Cw,,,,,,,0
Kamloops,ICHmw2,2,ICHmw2/02,,82078,X,3,Hw,Hw,,,,,,,0
Kamloops,ICHmw2,2,ICHmw2/02,,82078,A,3,Pw,Pw,31,,,,,,0
Kamloops,ICHmw2,2,ICHmw2/02,,82078,X,3,Py,Py,9,14,23,,,,0
Kamloops,ICHmw2,2,ICHmw2/02,,82078,A,3,Sx,Sx,,,,,,,0
Kamloops,ICHmw2,3,ICHmw2/03,,82079,X,0,At,At,901,,,,,,0
Kamloops,ICHmw2,3,ICHmw2/03,,82079,X,0,Ep,Ep,901,,,,,,0
Kamloops,ICHmw2,3,ICHmw2/03,,82079,P,1,Fd,Fd,,,,,,,0
Kamloops,ICHmw2,3,ICHmw2/03,,82079,P,1,Lw,Lw,,,,,,,0
Kamloops,ICHmw2,3,ICHmw2/03,,82079,P,1,Pl,Pl,51,,,,,,0
Kamloops,ICHmw2,3,ICHmw2/03,,82079,P,2,Sx,Sx,10,13,,,,,0
Kamloops,ICHmw2,3,ICHmw2/03,,82079,X,3,Bl,Bl,10,13,,,,,0
Kamloops,ICHmw2,3,ICHmw2/03,,82079,A,3,Cw,Cw,,,,,,,0
Kamloops,ICHmw2,3,ICHmw2/03,,82079,X,3,Hw,Hw,,,,,,,0
Kamloops,ICHmw2,3,ICHmw2/03,,82079,A,3,Pw,Pw,31,,,,,,0
Kamloops,ICHmw2,3,ICHmw2/03,,82079,X,3,Py,Py,9,14,23,,,,0
Kamloops,ICHmw2,4,ICHmw2/04,,82080,X,0,Act,Act,901,,,,,,0
Kamloops,ICHmw2,4,ICHmw2/04,,82080,X,0,At,At,901,,,,,,0
Kamloops,ICHmw2,4,ICHmw2/04,,82080,X,0,Ep,Ep,901,,,,,,0
Kamloops,ICHmw2,4,ICHmw2/04,,82080,P,1,Cw,Cw,,,,,,,0
Kamloops,ICHmw2,4,ICHmw2/04,,82080,P,1,Fd,Fd,9,14,,,,,0
Kamloops,ICHmw2,4,ICHmw2/04,,82080,P,1,Hw,Hw,,,,,,,0
Kamloops,ICHmw2,4,ICHmw2/04,,82080,P,1,Lw,Lw,9,14,,,,,0
Kamloops,ICHmw2,4,ICHmw2/04,,82080,P,1,Sx,Sx,,,,,,,0
Kamloops,ICHmw2,4,ICHmw2/04,,82080,A,2,Bl,Bl,,,,,,,0
Kamloops,ICHmw2,4,ICHmw2/04,,82080,A,2,Pl,Pl,51,,,,,,0
Kamloops,ICHmw2,4,ICHmw2/04,,82080,X,2,Py,Py,9,14,23,,,,0
Kamloops,ICHmw2,4,ICHmw2/04,,82080,A,3,Pw,Pw,31,,,,,,0
Kamloops,ICHmw2,5,ICHmw2/05,,82081,X,0,Act,Act,901,,,,,,0
Kamloops,ICHmw2,5,ICHmw2/05,,82081,X,0,At,At,901,,,,,,0
Kamloops,ICHmw2,5,ICHmw2/05,,82081,X,0,Ep,Ep,901,,,,,,0
Kamloops,ICHmw2,5,ICHmw2/05,,82081,P,1,Cw,Cw,32,,,,,,0
Kamloops,ICHmw2,5,ICHmw2/05,,82081,P,1,Sx,Sx,,,,,,,0
Kamloops,ICHmw2,5,ICHmw2/05,,82081,A,2,Bl,Bl,,,,,,,0
Kamloops,ICHmw2,5,ICHmw2/05,,82081,P,2,Fd,Fd,1,32,,,,,0
Kamloops,ICHmw2,5,ICHmw2/05,,82081,A,2,Hw,Hw,32,,,,,,0
Kamloops,ICHmw2,5,ICHmw2/05,,82081,P,2,Lw,Lw,1,32,,,,,0
Kamloops,ICHmw2,5,ICHmw2/05,,82081,A,2,Pl,Pl,51,,,,,,0
Kamloops,ICHmw2,5,ICHmw2/05,,82081,A,3,Pw,Pw,31,,,,,,0
Kamloops,ICHmw2,6,ICHmw2/06,,82082,X,0,Act,Act,901,,,,,,0
Kamloops,ICHmw2,6,ICHmw2/06,,82082,X,0,At,At,901,,,,,,0
Kamloops,ICHmw2,6,ICHmw2/06,,82082,X,0,Ep,Ep,901,,,,,,0
Kamloops,ICHmw2,6,ICHmw2/06,,82082,P,1,Cw,Cw,1,32,,,,,0
Kamloops,ICHmw2,6,ICHmw2/06,,82082,P,1,Sx,Sx,1,,,,,,0
Kamloops,ICHmw2,6,ICHmw2/06,,82082,A,2,Bl,Bl,1,,,,,,0
Kamloops,ICHmw2,6,ICHmw2/06,,82082,A,2,Hw,Hw,1,32,,,,,0
Kamloops,ICHmw2,6,ICHmw2/06,,82082,A,2,Pl,Pl,1,51,,,,,0
Kamloops,ICHmw2,6,ICHmw2/06,,82082,A,3,Pw,Pw,31,,,,,,0
Kamloops,ICHmw2,7,ICHmw2/07,,82083,X,0,Act,Act,901,,,,,,0
Kamloops,ICHmw2,7,ICHmw2/07,,82083,X,0,At,At,901,,,,,,0
Kamloops,ICHmw2,7,ICHmw2/07,,82083,X,0,Ep,Ep,901,,,,,,0
Kamloops,ICHmw2,7,ICHmw2/07,,82083,P,1,Cw,Cw,1,32,,,,,0
Kamloops,ICHmw2,7,ICHmw2/07,,82083,P,1,Pl,Pl,1,51,,,,,0
Kamloops,ICHmw2,7,ICHmw2/07,,82083,P,1,Sx,Sx,1,,,,,,0
Kamloops,ICHmw2,7,ICHmw2/07,,82083,A,2,Bl,Bl,1,,,,,,0
Kamloops,ICHmw2,7,ICHmw2/07,,82083,A,2,Hw,Hw,1,32,,,,,0
Kamloops,ICHmw2,8,ICHmw2/08,,999,P,0,X,NonForested,,,,,,,0
Kamloops,ICHmw2,8,ICHmw2/08,,999,P,1,X,NonForested,,,,,,,0
Kamloops,ICHmw2,8,ICHmw2/08,,999,P,2,X,NonForested,,,,,,,0
Kamloops,ICHmw2,8,ICHmw2/08,,999,P,3,X,NonForested,,,,,,,0
Kamloops,ICHmw3,1,ICHmw3/01,,82084,X,0,Act,Act,901,,,,,,0
Kamloops,ICHmw3,1,ICHmw3/01,,82084,X,0,At,At,901,,,,,,0
Kamloops,ICHmw3,1,ICHmw3/01,,82084,X,0,Ep,Ep,901,,,,,,0
Kamloops,ICHmw3,1,ICHmw3/01,,82084,P,1,Fd,Fd,,,,,,,0
Kamloops,ICHmw3,1,ICHmw3/01,,82084,A,2,Pl,Pl,51,,,,,,0
Kamloops,ICHmw3,1,ICHmw3/01,,82084,P,2,Sx,Sx,10,13,,,,,0
Kamloops,ICHmw3,1,ICHmw3/01,,82084,A,3,Bl,Bl,10,13,,,,,0
Kamloops,ICHmw3,1,ICHmw3/01,,82084,P,3,Cw,Cw,10,13,,,,,0
Kamloops,ICHmw3,1,ICHmw3/01,,82084,X,3,Hw,Hw,10,13,,,,,0
Kamloops,ICHmw3,1,ICHmw3/01,,82084,X,3,Lw,Lw,23,32,,,,,0
Kamloops,ICHmw3,1,ICHmw3/01,,82084,A,3,Pw,Pw,31,,,,,,0
Kamloops,ICHmw3,1,ICHmw3/01,,82084CC,X,0,Act,Act,901,,,,,,0
Kamloops,ICHmw3,1,ICHmw3/01,,82084CC,X,0,At,At,901,,,,,,0
Kamloops,ICHmw3,1,ICHmw3/01,,82084CC,X,0,Ep,Ep,901,,,,,,0
Kamloops,ICHmw3,1,ICHmw3/01,,82084CC,P,1,Fd,Fd,,,,,,,0
Kamloops,ICHmw3,1,ICHmw3/01,,82084CC,P,2,Cw,Cw,,,,,,,0
Kamloops,ICHmw3,1,ICHmw3/01,,82084CC,A,2,Hw,Hw,,,,,,,0
Kamloops,ICHmw3,1,ICHmw3/01,,82084CC,P,2,Sx,Sx,10,13,,,,,0
Kamloops,ICHmw3,1,ICHmw3/01,,82084CC,A,3,Bl,Bl,10,13,,,,,0
Kamloops,ICHmw3,1,ICHmw3/01,,82084CC,A,3,Lw,Lw,32,,,,,,0
Kamloops,ICHmw3,1,ICHmw3/01,,82084CC,A,3,Pl,Pl,51,,,,,,0
Kamloops,ICHmw3,1,ICHmw3/01,,82084CC,A,3,Pw,Pw,31,,,,,,0
Kamloops,ICHmw3,01-YC,ICHmw3/01-YC,,82085,X,0,Act,Act,901,,,,,,0
Kamloops,ICHmw3,01-YC,ICHmw3/01-YC,,82085,X,0,At,At,901,,,,,,0
Kamloops,ICHmw3,01-YC,ICHmw3/01-YC,,82085,X,0,Ep,Ep,901,,,,,,0
Kamloops,ICHmw3,01-YC,ICHmw3/01-YC,,82085,P,1,Fd,Fd,,,,,,,0
Kamloops,ICHmw3,01-YC,ICHmw3/01-YC,,82085,P,2,Cw,Cw,10,13,,,,,0
Kamloops,ICHmw3,01-YC,ICHmw3/01-YC,,82085,A,2,Hw,Hw,10,13,,,,,0
Kamloops,ICHmw3,01-YC,ICHmw3/01-YC,,82085,A,2,Pl,Pl,51,,,,,,0
Kamloops,ICHmw3,01-YC,ICHmw3/01-YC,,82085,P,2,Sx,Sx,10,13,,,,,0
Kamloops,ICHmw3,01-YC,ICHmw3/01-YC,,82085,A,3,Bl,Bl,10,13,,,,,0
Kamloops,ICHmw3,01-YC,ICHmw3/01-YC,,82085,X,3,Lw,Lw,23,32,,,,,0
Kamloops,ICHmw3,01-YC,ICHmw3/01-YC,,82085,A,3,Pw,Pw,31,,,,,,0
Kamloops,ICHmw3,2,ICHmw3/02,,82086,X,0,Ep,Ep,901,,,,,,0
Kamloops,ICHmw3,2,ICHmw3/02,,82086,P,1,Fd,Fd,,,,,,,0
Kamloops,ICHmw3,2,ICHmw3/02,,82086,P,1,Pl,Pl,,,,,,,0
Kamloops,ICHmw3,2,ICHmw3/02,,82086,X,2,Py,Py,9,14,23,32,,,0
Kamloops,ICHmw3,2,ICHmw3/02,,82086,A,3,Cw,Cw,10,13,,,,,0
Kamloops,ICHmw3,2,ICHmw3/02,,82086,A,3,Pw,Pw,31,,,,,,0
Kamloops,ICHmw3,3,ICHmw3/03,,82087,X,0,At,At,53,900,,,,,0
Kamloops,ICHmw3,3,ICHmw3/03,,82087,X,0,Ep,Ep,53,900,,,,,0
Kamloops,ICHmw3,3,ICHmw3/03,,82087,P,1,Fd,Fd,32,,,,,,0
Kamloops,ICHmw3,3,ICHmw3/03,,82087,P,1,Pl,Pl,,,,,,,0
Kamloops,ICHmw3,3,ICHmw3/03,,82087,A,3,Bl,Bl,10,13,,,,,0
Kamloops,ICHmw3,3,ICHmw3/03,,82087,A,3,Cw,Cw,10,13,,,,,0
Kamloops,ICHmw3,3,ICHmw3/03,,82087,X,3,Hw,Hw,,,,,,,0
Kamloops,ICHmw3,3,ICHmw3/03,,82087,X,3,Lw,Lw,23,32,,,,,0
Kamloops,ICHmw3,3,ICHmw3/03,,82087,A,3,Pw,Pw,31,,,,,,0
Kamloops,ICHmw3,3,ICHmw3/03,,82087,A,3,Sx,Sx,10,13,,,,,0
Kamloops,ICHmw3,4,ICHmw3/04,,82088,X,0,At,At,901,,,,,,0
Kamloops,ICHmw3,4,ICHmw3/04,,82088,X,0,Ep,Ep,901,,,,,,0
Kamloops,ICHmw3,4,ICHmw3/04,,82088,P,1,Fd,Fd,,,,,,,0
Kamloops,ICHmw3,4,ICHmw3/04,,82088,P,1,Pl,Pl,51,,,,,,0
Kamloops,ICHmw3,4,ICHmw3/04,,82088,X,3,Bl,Bl,,,,,,,0
Kamloops,ICHmw3,4,ICHmw3/04,,82088,A,3,Cw,Cw,10,13,,,,,0
Kamloops,ICHmw3,4,ICHmw3/04,,82088,X,3,Hw,Hw,10,13,,,,,0
Kamloops,ICHmw3,4,ICHmw3/04,,82088,X,3,Lw,Lw,23,32,,,,,0
Kamloops,ICHmw3,4,ICHmw3/04,,82088,A,3,Pw,Pw,31,,,,,,0
Kamloops,ICHmw3,4,ICHmw3/04,,82088,A,3,Sx,Sx,10,13,,,,,0
Kamloops,ICHmw3,5,ICHmw3/05,,82089,X,0,Act,Act,901,,,,,,0
Kamloops,ICHmw3,5,ICHmw3/05,,82089,X,0,At,At,901,,,,,,0
Kamloops,ICHmw3,5,ICHmw3/05,,82089,X,0,Ep,Ep,901,,,,,,0
Kamloops,ICHmw3,5,ICHmw3/05,,82089,P,1,Fd,Fd,,,,,,,0
Kamloops,ICHmw3,5,ICHmw3/05,,82089,A,2,Bl,Bl,10,13,,,,,0
Kamloops,ICHmw3,5,ICHmw3/05,,82089,P,2,Cw,Cw,10,13,,,,,0
Kamloops,ICHmw3,5,ICHmw3/05,,82089,A,2,Pl,Pl,51,,,,,,0
Kamloops,ICHmw3,5,ICHmw3/05,,82089,P,2,Sx,Sx,10,13,,,,,0
Kamloops,ICHmw3,5,ICHmw3/05,,82089,X,3,Hw,Hw,10,13,,,,,0
Kamloops,ICHmw3,5,ICHmw3/05,,82089,X,3,Lw,Lw,23,32,,,,,0
Kamloops,ICHmw3,5,ICHmw3/05,,82089,A,3,Pw,Pw,31,,,,,,0
Kamloops,ICHmw3,6,ICHmw3/06,,82090,X,0,Act,Act,901,,,,,,0
Kamloops,ICHmw3,6,ICHmw3/06,,82090,X,0,At,At,901,,,,,,0
Kamloops,ICHmw3,6,ICHmw3/06,,82090,X,0,Ep,Ep,901,,,,,,0
Kamloops,ICHmw3,6,ICHmw3/06,,82090,P,1,Cw,Cw,,,,,,,0
Kamloops,ICHmw3,6,ICHmw3/06,,82090,P,1,Fd,Fd,14,,,,,,0
Kamloops,ICHmw3,6,ICHmw3/06,,82090,P,1,Hw,Hw,,,,,,,0
Kamloops,ICHmw3,6,ICHmw3/06,,82090,P,1,Sx,Sx,,,,,,,0
Kamloops,ICHmw3,6,ICHmw3/06,,82090,A,2,Bl,Bl,10,13,,,,,0
Kamloops,ICHmw3,6,ICHmw3/06,,82090,A,2,Pl,Pl,51,,,,,,0
Kamloops,ICHmw3,6,ICHmw3/06,,82090,X,3,Lw,Lw,23,,,,,,0
Kamloops,ICHmw3,6,ICHmw3/06,,82090,A,3,Pw,Pw,31,,,,,,0
Kamloops,ICHmw3,7,ICHmw3/07,,82091,X,0,Act,Act,901,,,,,,0
Kamloops,ICHmw3,7,ICHmw3/07,,82091,X,0,At,At,901,,,,,,0
Kamloops,ICHmw3,7,ICHmw3/07,,82091,X,0,Ep,Ep,901,,,,,,0
Kamloops,ICHmw3,7,ICHmw3/07,,82091,P,1,Cw,Cw,32,,,,,,0
Kamloops,ICHmw3,7,ICHmw3/07,,82091,P,1,Sx,Sx,,,,,,,0
Kamloops,ICHmw3,7,ICHmw3/07,,82091,A,2,Bl,Bl,,,,,,,0
Kamloops,ICHmw3,7,ICHmw3/07,,82091,P,2,Fd,Fd,1,32,,,,,0
Kamloops,ICHmw3,7,ICHmw3/07,,82091,A,2,Hw,Hw,32,,,,,,0
Kamloops,ICHmw3,7,ICHmw3/07,,82091,A,2,Pl,Pl,51,,,,,,0
Kamloops,ICHmw3,7,ICHmw3/07,,82091,X,3,Lw,Lw,1,23,32,,,,0
Kamloops,ICHmw3,7,ICHmw3/07,,82091,A,3,Pw,Pw,31,,,,,,0
Kamloops,ICHmw3,8,ICHmw3/08,,82092,X,0,Act,Act,901,,,,,,0
Kamloops,ICHmw3,8,ICHmw3/08,,82092,X,0,At,At,901,,,,,,0
Kamloops,ICHmw3,8,ICHmw3/08,,82092,X,0,Ep,Ep,901,,,,,,0
Kamloops,ICHmw3,8,ICHmw3/08,,82092,P,1,Cw,Cw,1,32,,,,,0
Kamloops,ICHmw3,8,ICHmw3/08,,82092,P,1,Hw,Hw,1,32,,,,,0
Kamloops,ICHmw3,8,ICHmw3/08,,82092,P,1,Pl,Pl,1,51,,,,,0
Kamloops,ICHmw3,8,ICHmw3/08,,82092,P,1,Sx,Sx,1,,,,,,0
Kamloops,ICHmw3,8,ICHmw3/08,,82092,A,2,Bl,Bl,1,,,,,,0
Kamloops,ICHmw3,8,ICHmw3/08,,82092,A,3,Pw,Pw,31,,,,,,0
Kamloops,ICHmw3,9,ICHmw3/09,,999,P,0,X,NonForested,,,,,,,0
Kamloops,ICHmw3,9,ICHmw3/09,,999,P,1,X,NonForested,,,,,,,0
Kamloops,ICHmw3,9,ICHmw3/09,,999,P,2,X,NonForested,,,,,,,0
Kamloops,ICHmw3,9,ICHmw3/09,,999,P,3,X,NonForested,,,,,,,0
Kamloops,ICHvk1,1,ICHvk1/01,,82093,X,0,Act,Act,901,,,,,,0
Kamloops,ICHvk1,1,ICHvk1/01,,82093,X,0,At,At,53,900,,,,,0
Kamloops,ICHvk1,1,ICHvk1/01,,82093,X,0,Ep,Ep,53,900,,,,,0
Kamloops,ICHvk1,1,ICHvk1/01,,82093,P,1,Cw,Cw,32,,,,,,0
Kamloops,ICHvk1,1,ICHvk1/01,,82093,P,1,Sx,Sx,,,,,,,0
Kamloops,ICHvk1,1,ICHvk1/01,,82093,A,2,Bl,Bl,13,,,,,,0
Kamloops,ICHvk1,1,ICHvk1/01,,82093,A,2,Fd,Fd,1,9,14,32,34,,0
Kamloops,ICHvk1,1,ICHvk1/01,,82093,A,3,Hw,Hw,32,,,,,,0
Kamloops,ICHvk1,1,ICHvk1/01,,82093,A,3,Pw,Pw,31,,,,,,0
Kamloops,ICHvk1,2,ICHvk1/02,,82094,X,0,Act,Act,901,,,,,,0
Kamloops,ICHvk1,2,ICHvk1/02,,82094,X,0,At,At,53,900,,,,,0
Kamloops,ICHvk1,2,ICHvk1/02,,82094,X,0,Ep,Ep,53,900,,,,,0
Kamloops,ICHvk1,2,ICHvk1/02,,82094,P,1,Fd,Fd,9,,,,,,0
Kamloops,ICHvk1,2,ICHvk1/02,,82094,A,2,Bl,Bl,,,,,,,0
Kamloops,ICHvk1,2,ICHvk1/02,,82094,P,2,Cw,Cw,,,,,,,0
Kamloops,ICHvk1,2,ICHvk1/02,,82094,A,2,Hw,Hw,,,,,,,0
