Region,ZoneSubzone,SiteSeries,SS_NoSpace,NonProd,Standard,PreferredAcceptable,Suitability,Spp,Species,FN1,FN2,FN3,FN4,FN5,FN6,Flag
Kamloops,ICHvk1,2,ICHvk1/02,,82094,P,2,Sx,Sx,,,,,,,0
Kamloops,ICHvk1,2,ICHvk1/02,,82094,X,3,Lw,Lw,9,14,23,,,,0
Kamloops,ICHvk1,2,ICHvk1/02,,82094,X,3,Pl,Pl,23,34,51,,,,0
Kamloops,ICHvk1,2,ICHvk1/02,,82094,A,3,Pw,Pw,31,,,,,,0
Kamloops,ICHvk1,3,ICHvk1/03,,82095,P,1,Cw,Cw,,,,,,,0
Kamloops,ICHvk1,3,ICHvk1/03,,82095,P,1,Fd,Fd,9,14,34,,,,0
Kamloops,ICHvk1,3,ICHvk1/03,,82095,P,1,Hw,Hw,,,,,,,0
Kamloops,ICHvk1,3,ICHvk1/03,,82095,P,1,Sx,Sx,,,,,,,0
Kamloops,ICHvk1,3,ICHvk1/03,,82095,A,2,Bl,Bl,10,13,,,,,0
Kamloops,ICHvk1,3,ICHvk1/03,,82095,X,3,Lw,Lw,9,14,23,,,,0
Kamloops,ICHvk1,3,ICHvk1/03,,82095,A,3,Pw,Pw,31,,,,,,0
Kamloops,ICHvk1,4,ICHvk1/04,,82096,X,0,Act,Act,901,,,,,,0
Kamloops,ICHvk1,4,ICHvk1/04,,82096,X,0,At,At,53,900,,,,,0
Kamloops,ICHvk1,4,ICHvk1/04,,82096,X,0,Ep,Ep,53,900,,,,,0
Kamloops,ICHvk1,4,ICHvk1/04,,82096,P,1,Cw,Cw,,,,,,,0
Kamloops,ICHvk1,4,ICHvk1/04,,82096,P,1,Fd,Fd,9,14,,,,,0
Kamloops,ICHvk1,4,ICHvk1/04,,82096,P,1,Hw,Hw,,,,,,,0
Kamloops,ICHvk1,4,ICHvk1/04,,82096,P,1,Sx,Sx,,,,,,,0
Kamloops,ICHvk1,4,ICHvk1/04,,82096,A,2,Bl,Bl,13,,,,,,0
Kamloops,ICHvk1,4,ICHvk1/04,,82096,X,3,Lw,Lw,9,14,23,,,,0
Kamloops,ICHvk1,4,ICHvk1/04,,82096,A,3,Pw,Pw,31,,,,,,0
Kamloops,ICHvk1,5,ICHvk1/05,,82097,X,0,Act,Act,901,,,,,,0
Kamloops,ICHvk1,5,ICHvk1/05,,82097,X,0,At,At,901,,,,,,0
Kamloops,ICHvk1,5,ICHvk1/05,,82097,X,0,Ep,Ep,901,,,,,,0
Kamloops,ICHvk1,5,ICHvk1/05,,82097,P,1,Cw,Cw,1,32,,,,,0
Kamloops,ICHvk1,5,ICHvk1/05,,82097,P,1,Sx,Sx,1,,,,,,0
Kamloops,ICHvk1,5,ICHvk1/05,,82097,A,2,Bl,Bl,1,,,,,,0
Kamloops,ICHvk1,5,ICHvk1/05,,82097,A,2,Hw,Hw,1,32,,,,,0
Kamloops,ICHvk1,5,ICHvk1/05,,82097,A,3,Pw,Pw,1,31,,,,,0
Kamloops,ICHvk1,6,ICHvk1/06,,82098,X,0,Act,Act,901,,,,,,0
Kamloops,ICHvk1,6,ICHvk1/06,,82098,X,0,At,At,901,,,,,,0
Kamloops,ICHvk1,6,ICHvk1/06,,82098,X,0,Ep,Ep,901,,,,,,0
Kamloops,ICHvk1,6,ICHvk1/06,,82098,P,1,Cw,Cw,1,32,,,,,0
Kamloops,ICHvk1,6,ICHvk1/06,,82098,P,1,Hw,Hw,1,32,,,,,0
Kamloops,ICHvk1,6,ICHvk1/06,,82098,P,1,Sx,Sx,1,,,,,,0
Kamloops,ICHvk1,6,ICHvk1/06,,82098,A,2,Bl,Bl,1,,,,,,0
Kamloops,ICHvk1,6,ICHvk1/06,,82098,X,3,Pl,Pl,23,34,51,,,,0
Kamloops,ICHvk1,6,ICHvk1/06,,82098,A,3,Pw,Pw,1,31,,,,,0
Kamloops,ICHwk1,1,ICHwk1/01,,82099,X,0,Act,Act,901,,,,,,0
Kamloops,ICHwk1,1,ICHwk1/01,,82099,X,0,At,At,901,,,,,,0
Kamloops,ICHwk1,1,ICHwk1/01,,82099,X,0,Ep,Ep,901,,,,,,0
Kamloops,ICHwk1,1,ICHwk1/01,,82099,P,1,Cw,Cw,,,,,,,0
Kamloops,ICHwk1,1,ICHwk1/01,,82099,P,1,Fd,Fd,9,14,,,,,0
Kamloops,ICHwk1,1,ICHwk1/01,,82099,P,1,Hw,Hw,,,,,,,0
Kamloops,ICHwk1,1,ICHwk1/01,,82099,P,1,Sx,Sx,,,,,,,0
Kamloops,ICHwk1,1,ICHwk1/01,,82099,A,2,Bl,Bl,10,13,,,,,0
Kamloops,ICHwk1,1,ICHwk1/01,,82099,X,3,Lw,Lw,9,14,23,32,,,0
Kamloops,ICHwk1,1,ICHwk1/01,,82099,X,3,Pl,Pl,23,34,51,,,,0
Kamloops,ICHwk1,1,ICHwk1/01,,82099,A,3,Pw,Pw,31,,,,,,0
Kamloops,ICHwk1,2,ICHwk1/02,,82100,P,1,Fd,Fd,,,,,,,0
Kamloops,ICHwk1,2,ICHwk1/02,,82100,P,1,Pl,Pl,51,,,,,,0
Kamloops,ICHwk1,2,ICHwk1/02,,82100,X,3,Bl,Bl,10,13,,,,,0
Kamloops,ICHwk1,2,ICHwk1/02,,82100,P,3,Cw,Cw,10,13,,,,,0
Kamloops,ICHwk1,2,ICHwk1/02,,82100,X,3,Hw,Hw,10,13,,,,,0
Kamloops,ICHwk1,2,ICHwk1/02,,82100,A,3,Pw,Pw,31,,,,,,0
Kamloops,ICHwk1,2,ICHwk1/02,,82100,A,3,Sx,Sx,10,13,,,,,0
Kamloops,ICHwk1,3,ICHwk1/03,,82101,P,1,Fd,Fd,,,,,,,0
Kamloops,ICHwk1,3,ICHwk1/03,,82101,P,2,Cw,Cw,10,13,,,,,0
Kamloops,ICHwk1,3,ICHwk1/03,,82101,A,2,Hw,Hw,10,13,,,,,0
Kamloops,ICHwk1,3,ICHwk1/03,,82101,X,2,Pl,Pl,23,34,51,,,,0
Kamloops,ICHwk1,3,ICHwk1/03,,82101,X,3,Bl,Bl,10,13,,,,,0
Kamloops,ICHwk1,3,ICHwk1/03,,82101,X,3,Lw,Lw,9,14,23,32,,,0
Kamloops,ICHwk1,3,ICHwk1/03,,82101,A,3,Pw,Pw,31,,,,,,0
Kamloops,ICHwk1,3,ICHwk1/03,,82101,A,3,Sx,Sx,10,13,,,,,0
Kamloops,ICHwk1,4,ICHwk1/04,,82102,X,0,Act,Act,901,,,,,,0
Kamloops,ICHwk1,4,ICHwk1/04,,82102,X,0,At,At,901,,,,,,0
Kamloops,ICHwk1,4,ICHwk1/04,,82102,X,0,Ep,Ep,901,,,,,,0
Kamloops,ICHwk1,4,ICHwk1/04,,82102,P,1,Fd,Fd,9,14,,,,,0
Kamloops,ICHwk1,4,ICHwk1/04,,82102,P,2,Cw,Cw,,,,,,,0
Kamloops,ICHwk1,4,ICHwk1/04,,82102,A,2,Hw,Hw,,,,,,,0
Kamloops,ICHwk1,4,ICHwk1/04,,82102,P,2,Sx,Sx,10,13,,,,,0
Kamloops,ICHwk1,4,ICHwk1/04,,82102,X,3,Bl,Bl,10,13,,,,,0
Kamloops,ICHwk1,4,ICHwk1/04,,82102,X,3,Lw,Lw,9,14,23,32,,,0
Kamloops,ICHwk1,4,ICHwk1/04,,82102,X,3,Pl,Pl,23,34,51,,,,0
Kamloops,ICHwk1,4,ICHwk1/04,,82102,A,3,Pw,Pw,31,,,,,,0
Kamloops,ICHwk1,5,ICHwk1/05,,82103,X,0,Act,Act,901,,,,,,0
Kamloops,ICHwk1,5,ICHwk1/05,,82103,X,0,At,At,901,,,,,,0
Kamloops,ICHwk1,5,ICHwk1/05,,82103,X,0,Ep,Ep,901,,,,,,0
Kamloops,ICHwk1,5,ICHwk1/05,,82103,P,1,Cw,Cw,32,,,,,,0
Kamloops,ICHwk1,5,ICHwk1/05,,82103,P,1,Sx,Sx,,,,,,,0
Kamloops,ICHwk1,5,ICHwk1/05,,82103,A,2,Bl,Bl,,,,,,,0
Kamloops,ICHwk1,5,ICHwk1/05,,82103,A,2,Fd,Fd,1,14,32,,,,0
Kamloops,ICHwk1,5,ICHwk1/05,,82103,A,2,Hw,Hw,32,,,,,,0
Kamloops,ICHwk1,5,ICHwk1/05,,82103,X,2,Lw,Lw,1,9,14,23,32,,0
Kamloops,ICHwk1,5,ICHwk1/05,,82103,X,3,Pl,Pl,23,34,51,,,,0
Kamloops,ICHwk1,5,ICHwk1/05,,82103,A,3,Pw,Pw,31,,,,,,0
Kamloops,ICHwk1,6,ICHwk1/06,,82104,X,0,Act,Act,901,,,,,,0
Kamloops,ICHwk1,6,ICHwk1/06,,82104,X,0,At,At,901,,,,,,0
Kamloops,ICHwk1,6,ICHwk1/06,,82104,X,0,Ep,Ep,901,,,,,,0
Kamloops,ICHwk1,6,ICHwk1/06,,82104,P,1,Cw,Cw,1,32,,,,,0
Kamloops,ICHwk1,6,ICHwk1/06,,82104,P,1,Sx,Sx,1,,,,,,0
Kamloops,ICHwk1,6,ICHwk1/06,,82104,A,2,Bl,Bl,1,,,,,,0
Kamloops,ICHwk1,6,ICHwk1/06,,82104,A,2,Hw,Hw,1,32,,,,,0
Kamloops,ICHwk1,6,ICHwk1/06,,82104,X,3,Pl,Pl,1,23,34,51,,,0
Kamloops,ICHwk1,6,ICHwk1/06,,82104,A,3,Pw,Pw,1,31,,,,,0
Kamloops,ICHwk1,7,ICHwk1/07,,82105,X,0,Act,Act,901,,,,,,0
Kamloops,ICHwk1,7,ICHwk1/07,,82105,X,0,At,At,901,,,,,,0
Kamloops,ICHwk1,7,ICHwk1/07,,82105,X,0,Ep,Ep,901,,,,,,0
Kamloops,ICHwk1,7,ICHwk1/07,,82105,P,1,Cw,Cw,1,32,,,,,0
Kamloops,ICHwk1,7,ICHwk1/07,,82105,P,1,Hw,Hw,1,32,,,,,0
Kamloops,ICHwk1,7,ICHwk1/07,,82105,P,1,Sx,Sx,1,,,,,,0
Kamloops,ICHwk1,7,ICHwk1/07,,82105,A,2,Bl,Bl,1,,,,,,0
Kamloops,ICHwk1,7,ICHwk1/07,,82105,X,3,Pl,Pl,23,34,51,,,,0
Kamloops,ICHwk1,8,ICHwk1/08,,999,P,0,X,NonForested,,,,,,,0
Kamloops,ICHwk1,8,ICHwk1/08,,999,P,1,X,NonForested,,,,,,,0
Kamloops,ICHwk1,8,ICHwk1/08,,999,P,2,X,NonForested,,,,,,,0
Kamloops,ICHwk1,8,ICHwk1/08,,999,P,3,X,NonForested,,,,,,,0
Kamloops,IDFdk1,1,IDFdk1/01,,82106,X,0,At,At,901,,,,,,0
Kamloops,IDFdk1,1,IDFdk1/01,,82106,P,1,Fd,Fd,32,,,,,,0
Kamloops,IDFdk1,1,IDFdk1/01,,82106,P,1,Pl,Pl,,,,,,,0
Kamloops,IDFdk1,1,IDFdk1/01,,82106,A,2,Py,Py,9,14,,,,,0
Kamloops,IDFdk1,1,IDFdk1/01,,82106,X,3,Lw,Lw,9,14,23,32,,,0
Kamloops,IDFdk1,1,IDFdk1/01,,82106,A,3,Sx,Sx,10,13,,,,,0
Kamloops,IDFdk1,1,IDFdk1/01,,82106CC,P,1,Fd,Fd,32,,,,,,0
Kamloops,IDFdk1,1,IDFdk1/01,,82106CC,A,2,Pl,Pl,13,,,,,,0
Kamloops,IDFdk1,2,IDFdk1/02,,82107,X,0,At,At,901,,,,,,0
Kamloops,IDFdk1,2,IDFdk1/02,,82107,P,1,Fd,Fd,27,,,,,,0
Kamloops,IDFdk1,2,IDFdk1/02,,82107,P,1,Py,Py,9,14,,,,,0
Kamloops,IDFdk1,3,IDFdk1/03,,82108,X,0,At,At,901,,,,,,0
Kamloops,IDFdk1,3,IDFdk1/03,,82108,P,1,Fd,Fd,,,,,,,0
Kamloops,IDFdk1,3,IDFdk1/03,,82108,P,1,Pl,Pl,,,,,,,0
Kamloops,IDFdk1,3,IDFdk1/03,,82108,A,2,Py,Py,9,14,23,,,,0
Kamloops,IDFdk1,4,IDFdk1/04,,82109,X,0,At,At,901,,,,,,0
Kamloops,IDFdk1,4,IDFdk1/04,,82109,P,1,Fd,Fd,,,,,,,0
Kamloops,IDFdk1,4,IDFdk1/04,,82109,P,1,Pl,Pl,,,,,,,0
Kamloops,IDFdk1,4,IDFdk1/04,,82109,A,2,Py,Py,9,14,,,,,0
Kamloops,IDFdk1,4,IDFdk1/04,,82109,A,3,Sx,Sx,10,13,,,,,0
Kamloops,IDFdk1,5,IDFdk1/05,,82110,X,0,Act,Act,901,,,,,,0
Kamloops,IDFdk1,5,IDFdk1/05,,82110,X,0,At,At,901,,,,,,0
Kamloops,IDFdk1,5,IDFdk1/05,,82110,X,0,Ep,Ep,901,,,,,,0
Kamloops,IDFdk1,5,IDFdk1/05,,82110,P,1,Fd,Fd,9,14,32,,,,0
Kamloops,IDFdk1,5,IDFdk1/05,,82110,P,1,Sx,Sx,,,,,,,0
Kamloops,IDFdk1,5,IDFdk1/05,,82110,A,2,Bl,Bl,10,13,,,,,0
Kamloops,IDFdk1,5,IDFdk1/05,,82110,A,2,Pl,Pl,,,,,,,0
Kamloops,IDFdk1,5,IDFdk1/05,,82110,X,3,Lw,Lw,9,14,23,32,,,0
Kamloops,IDFdk1,6,IDFdk1/06,,82111,X,0,Act,Act,901,,,,,,0
Kamloops,IDFdk1,6,IDFdk1/06,,82111,X,0,At,At,901,,,,,,0
Kamloops,IDFdk1,6,IDFdk1/06,,82111,X,0,Ep,Ep,901,,,,,,0
Kamloops,IDFdk1,6,IDFdk1/06,,82111,P,1,Pl,Pl,1,,,,,,0
Kamloops,IDFdk1,6,IDFdk1/06,,82111,P,1,Sx,Sx,1,,,,,,0
Kamloops,IDFdk1,6,IDFdk1/06,,82111,P,2,Fd,Fd,1,32,,,,,0
Kamloops,IDFdk1,6,IDFdk1/06,,82111,A,3,Bl,Bl,1,,,,,,0
Kamloops,IDFdk1,7,IDFdk1/07,,999,P,0,X,NonForested,,,,,,,0
Kamloops,IDFdk1,7,IDFdk1/07,,999,P,1,X,NonForested,,,,,,,0
Kamloops,IDFdk1,7,IDFdk1/07,,999,P,2,X,NonForested,,,,,,,0
Kamloops,IDFdk1,7,IDFdk1/07,,999,P,3,X,NonForested,,,,,,,0
Kamloops,IDFdk1a,91,IDFdk1a/91,,999,P,0,X,NonForested,,,,,,,0
Kamloops,IDFdk1a,91,IDFdk1a/91,,999,P,1,X,NonForested,,,,,,,0
Kamloops,IDFdk1a,91,IDFdk1a/91,,999,P,2,X,NonForested,,,,,,,0
Kamloops,IDFdk1a,91,IDFdk1a/91,,999,P,3,X,NonForested,,,,,,,0
Kamloops,IDFdk1a,92,IDFdk1a/92,,999,X,1,X,Non-forested,,,,,,,0
Kamloops,IDFdk1a,93,IDFdk1a/93,,999,P,0,X,NonForested,,,,,,,0
Kamloops,IDFdk1a,93,IDFdk1a/93,,999,P,1,X,NonForested,,,,,,,0
Kamloops,IDFdk1a,93,IDFdk1a/93,,999,P,2,X,NonForested,,,,,,,0
Kamloops,IDFdk1a,93,IDFdk1a/93,,999,P,3,X,NonForested,,,,,,,0
Kamloops,IDFdk1a,94,IDFdk1a/94,,82112,X,0,At,At,901,,,,,,0
Kamloops,IDFdk1a,94,IDFdk1a/94,,82112,P,2,Fd,Fd,32,,,,,,0
Kamloops,IDFdk1a,94,IDFdk1a/94,,82112,A,3,Pl,Pl,,,,,,,0
Kamloops,IDFdk2,1,IDFdk2/01,,82113,X,0,At,At,901,,,,,,0
Kamloops,IDFdk2,1,IDFdk2/01,,82113,P,1,Fd,Fd,32,,,,,,0
Kamloops,IDFdk2,1,IDFdk2/01,,82113,P,1,Pl,Pl,,,,,,,0
Kamloops,IDFdk2,1,IDFdk2/01,,82113,A,2,Py,Py,9,14,,,,,0
Kamloops,IDFdk2,1,IDFdk2/01,,82113,X,3,Lw,Lw,23,32,,,,,0
Kamloops,IDFdk2,1,IDFdk2/01,,82113,A,3,Sx,Sx,10,13,,,,,0
Kamloops,IDFdk2,1,IDFdk2/01,,82113CC,P,1,Fd,Fd,32,,,,,,0
Kamloops,IDFdk2,1,IDFdk2/01,,82113CC,A,2,Pl,Pl,50,,,,,,0
Kamloops,IDFdk2,1,IDFdk2/01,,82113CC,P,2,Py,Py,9,14,,,,,0
Kamloops,IDFdk2,1,IDFdk2/01,,82113CC,A,3,Lw,Lw,23,32,,,,,0
Kamloops,IDFdk2,2,IDFdk2/02,,82114,X,0,At,At,901,,,,,,0
Kamloops,IDFdk2,2,IDFdk2/02,,82114,P,1,Fd,Fd,27,,,,,,0
Kamloops,IDFdk2,2,IDFdk2/02,,82114,P,1,Py,Py,14,,,,,,0
Kamloops,IDFdk2,3,IDFdk2/03,,82115,X,0,At,At,901,,,,,,0
Kamloops,IDFdk2,3,IDFdk2/03,,82115,P,1,Fd,Fd,27,,,,,,0
Kamloops,IDFdk2,3,IDFdk2/03,,82115,P,1,Pl,Pl,,,,,,,0
Kamloops,IDFdk2,3,IDFdk2/03,,82115,A,2,Py,Py,14,,,,,,0
Kamloops,IDFdk2,4,IDFdk2/04,,82116,X,0,At,At,901,,,,,,0
Kamloops,IDFdk2,4,IDFdk2/04,,82116,P,1,Fd,Fd,32,,,,,,0
Kamloops,IDFdk2,4,IDFdk2/04,,82116,P,1,Pl,Pl,,,,,,,0
Kamloops,IDFdk2,4,IDFdk2/04,,82116,A,2,Py,Py,9,14,,,,,0
Kamloops,IDFdk2,4,IDFdk2/04,,82116,P,2,Sx,Sx,10,13,,,,,0
Kamloops,IDFdk2,4,IDFdk2/04,,82116,X,3,Lw,Lw,23,32,,,,,0
Kamloops,IDFdk2,5,IDFdk2/05,,82117,X,0,Act,Act,901,,,,,,0
Kamloops,IDFdk2,5,IDFdk2/05,,82117,X,0,At,At,901,,,,,,0
Kamloops,IDFdk2,5,IDFdk2/05,,82117,X,0,Ep,Ep,901,,,,,,0
Kamloops,IDFdk2,5,IDFdk2/05,,82117,P,1,Fd,Fd,32,,,,,,0
Kamloops,IDFdk2,5,IDFdk2/05,,82117,P,1,Sx,Sx,,,,,,,0
Kamloops,IDFdk2,5,IDFdk2/05,,82117,P,2,Pl,Pl,,,,,,,0
Kamloops,IDFdk2,5,IDFdk2/05,,82117,X,3,Bl,Bl,10,13,,,,,0
Kamloops,IDFdk2,5,IDFdk2/05,,82117,A,3,Cw,Cw,32,,,,,,0
Kamloops,IDFdk2,5,IDFdk2/05,,82117,X,3,Lw,Lw,23,32,,,,,0
Kamloops,IDFdk2,6,IDFdk2/06,,82118,X,0,Act,Act,901,,,,,,0
Kamloops,IDFdk2,6,IDFdk2/06,,82118,X,0,At,At,901,,,,,,0
Kamloops,IDFdk2,6,IDFdk2/06,,82118,X,0,Ep,Ep,901,,,,,,0
Kamloops,IDFdk2,6,IDFdk2/06,,82118,P,1,Pl,Pl,1,,,,,,0
Kamloops,IDFdk2,6,IDFdk2/06,,82118,P,1,Sx,Sx,1,,,,,,0
Kamloops,IDFdk2,6,IDFdk2/06,,82118,P,2,Fd,Fd,1,32,,,,,0
Kamloops,IDFdk2,6,IDFdk2/06,,82118,X,3,Bl,Bl,1,,,,,,0
Kamloops,IDFdk2,7,IDFdk2/07,,82119,X,0,Act,Act,901,,,,,,0
Kamloops,IDFdk2,7,IDFdk2/07,,82119,X,0,At,At,901,,,,,,0
Kamloops,IDFdk2,7,IDFdk2/07,,82119,X,0,Ep,Ep,901,,,,,,0
Kamloops,IDFdk2,7,IDFdk2/07,,82119,P,1,Pl,Pl,1,,,,,,0
Kamloops,IDFdk2,7,IDFdk2/07,,82119,P,1,Sx,Sx,1,,,,,,0
Kamloops,IDFdk2,7,IDFdk2/07,,82119,X,3,Bl,Bl,,,,,,,0
Kamloops,IDFdk2,7,IDFdk2/07,,82119,A,3,Cw,Cw,32,,,,,,0
Kamloops,IDFdk2,8,IDFdk2/08,,999,P,0,X,NonForested,,,,,,,0
Kamloops,IDFdk2,8,IDFdk2/08,,999,P,1,X,NonForested,,,,,,,0
Kamloops,IDFdk2,8,IDFdk2/08,,999,P,2,X,NonForested,,,,,,,0
Kamloops,IDFdk2,8,IDFdk2/08,,999,P,3,X,NonForested,,,,,,,0
Kamloops,IDFdk3,1,IDFdk3/01,,82120,X,0,At,At,901,,,,,,0
Kamloops,IDFdk3,1,IDFdk3/01,,82120,P,1,Fd,Fd,27,32,,,,,0
Kamloops,IDFdk3,1,IDFdk3/01,,82120,P,1,Pl,Pl,,,,,,,0
Kamloops,IDFdk3,1,IDFdk3/01,,82120,A,3,Sx,Sx,13,28,,,,,0
Kamloops,IDFdk3,2,IDFdk3/02,,82121,P,1,Fd,Fd,27,,,,,,0
Kamloops,IDFdk3,02*,IDFdk3/02,NonProd,82121,P,1,Pl,Pl,,,,,,,0
Kamloops,IDFdk3,3,IDFdk3/03,,82122,P,1,Fd,Fd,27,,,,,,0
Kamloops,IDFdk3,03*,IDFdk3/03,NonProd,82122,P,1,Pl,Pl,,,,,,,0
Kamloops,IDFdk3,4,IDFdk3/04,,82123,X,0,At,At,901,,,,,,0
Kamloops,IDFdk3,4,IDFdk3/04,,82123,P,1,Fd,Fd,27,,,,,,0
Kamloops,IDFdk3,4,IDFdk3/04,,82123,P,1,Pl,Pl,,,,,,,0
Kamloops,IDFdk3,5,IDFdk3/05,,82124,X,0,At,At,901,,,,,,0
Kamloops,IDFdk3,5,IDFdk3/05,,82124,P,1,Fd,Fd,27,,,,,,0
Kamloops,IDFdk3,5,IDFdk3/05,,82124,P,1,Pl,Pl,,,,,,,0
Kamloops,IDFdk3,6,IDFdk3/06,,82125,X,0,At,At,901,,,,,,0
Kamloops,IDFdk3,6,IDFdk3/06,,82125,P,1,Fd,Fd,27,,,,,,0
Kamloops,IDFdk3,6,IDFdk3/06,,82125,P,1,Pl,Pl,,,,,,,0
Kamloops,IDFdk3,7,IDFdk3/07,,82126,X,0,At,At,901,,,,,,0
Kamloops,IDFdk3,7,IDFdk3/07,,82126,X,0,Ep,Ep,901,,,,,,0
Kamloops,IDFdk3,7,IDFdk3/07,,82126,P,1,Fd,Fd,32,,,,,,0
Kamloops,IDFdk3,7,IDFdk3/07,,82126,P,1,Pl,Pl,,,,,,,0
Kamloops,IDFdk3,7,IDFdk3/07,,82126,P,1,Sx,Sx,,,,,,,0
Kamloops,IDFdk3,8,IDFdk3/08,,82127,X,0,Act,Act,901,,,,,,0
Kamloops,IDFdk3,8,IDFdk3/08,,82127,X,0,At,At,901,,,,,,0
Kamloops,IDFdk3,8,IDFdk3/08,,82127,X,0,Ep,Ep,901,,,,,,0
Kamloops,IDFdk3,8,IDFdk3/08,,82127,P,1,Fd,Fd,32,,,,,,0
Kamloops,IDFdk3,8,IDFdk3/08,,82127,P,1,Pl,Pl,,,,,,,0
Kamloops,IDFdk3,8,IDFdk3/08,,82127,P,1,Sx,Sx,,,,,,,0
Kamloops,IDFdk3,9,IDFdk3/09,,82128,X,0,Act,Act,901,,,,,,0
Kamloops,IDFdk3,9,IDFdk3/09,,82128,P,1,Sx,Sx,1,32,,,,,0
Kamloops,IDFdk3,9,IDFdk3/09,,82128,P,2,Pl,Pl,1,,,,,,0
Kamloops,IDFdm1,1,IDFdm1/01,,82129,X,0,At,At,901,,,,,,0
Kamloops,IDFdm1,1,IDFdm1/01,,82129,X,0,Ep,Ep,901,,,,,,0
Kamloops,IDFdm1,1,IDFdm1/01,,82129,P,1,Fd,Fd,32,,,,,,0
Kamloops,IDFdm1,1,IDFdm1/01,,82129,P,1,Lw,Lw,32,,,,,,0
Kamloops,IDFdm1,1,IDFdm1/01,,82129,P,1,Pl,Pl,,,,,,,0
Kamloops,IDFdm1,1,IDFdm1/01,,82129,A,2,Py,Py,9,14,,,,,0
Kamloops,IDFdm1,1,IDFdm1/01,,82129,X,3,Bl,Bl,10,13,,,,,0
Kamloops,IDFdm1,1,IDFdm1/01,,82129,A,3,Sx,Sx,10,13,,,,,0
Kamloops,IDFdm1,2,IDFdm1/02,,999,P,0,X,NonForested,,,,,,,0
Kamloops,IDFdm1,2,IDFdm1/02,,999,P,1,X,NonForested,,,,,,,0
Kamloops,IDFdm1,2,IDFdm1/02,,999,P,2,X,NonForested,,,,,,,0
Kamloops,IDFdm1,2,IDFdm1/02,,999,P,3,X,NonForested,,,,,,,0
Kamloops,IDFdm1,3,IDFdm1/03,,82130,X,0,At,At,901,,,,,,0
Kamloops,IDFdm1,3,IDFdm1/03,,82130,P,1,Fd,Fd,27,,,,,,0
Kamloops,IDFdm1,3,IDFdm1/03,,82130,P,1,Py,Py,14,,,,,,0
Kamloops,IDFdm1,3,IDFdm1/03,,82130,A,3,Pl,Pl,,,,,,,0
Kamloops,IDFdm1,4,IDFdm1/04,,82131,X,0,At,At,901,,,,,,0
Kamloops,IDFdm1,4,IDFdm1/04,,82131,P,1,Fd,Fd,32,,,,,,0
Kamloops,IDFdm1,4,IDFdm1/04,,82131,P,1,Lw,Lw,32,,,,,,0
Kamloops,IDFdm1,4,IDFdm1/04,,82131,P,1,Pl,Pl,,,,,,,0
Kamloops,IDFdm1,4,IDFdm1/04,,82131,P,1,Py,Py,9,14,,,,,0
Kamloops,IDFdm1,4,IDFdm1/04,,82131,A,3,Sx,Sx,10,13,,,,,0
Kamloops,IDFdm1,5,IDFdm1/05,,82132,X,0,At,At,901,,,,,,0
Kamloops,IDFdm1,5,IDFdm1/05,,82132,X,0,Ep,Ep,53,900,,,,,0
Kamloops,IDFdm1,5,IDFdm1/05,,82132,P,1,Fd,Fd,32,,,,,,0
Kamloops,IDFdm1,5,IDFdm1/05,,82132,P,1,Lw,Lw,32,,,,,,0
Kamloops,IDFdm1,5,IDFdm1/05,,82132,P,1,Pl,Pl,,,,,,,0
Kamloops,IDFdm1,5,IDFdm1/05,,82132,P,2,Sx,Sx,10,13,,,,,0
Kamloops,IDFdm1,5,IDFdm1/05,,82132,X,3,Bl,Bl,10,13,,,,,0
Kamloops,IDFdm1,5,IDFdm1/05,,82132,A,3,Cw,Cw,32,,,,,,0
Kamloops,IDFdm1,5,IDFdm1/05,,82132,A,3,Py,Py,9,14,,,,,0
Kamloops,IDFdm1,6,IDFdm1/06,,82133,X,0,Act,Act,901,,,,,,0
Kamloops,IDFdm1,6,IDFdm1/06,,82133,X,0,At,At,901,,,,,,0
Kamloops,IDFdm1,6,IDFdm1/06,,82133,X,0,Ep,Ep,901,,,,,,0
Kamloops,IDFdm1,6,IDFdm1/06,,82133,P,1,Fd,Fd,32,,,,,,0
Kamloops,IDFdm1,6,IDFdm1/06,,82133,P,1,Lw,Lw,32,,,,,,0
Kamloops,IDFdm1,6,IDFdm1/06,,82133,P,1,Sx,Sx,,,,,,,0
Kamloops,IDFdm1,6,IDFdm1/06,,82133,A,2,Pl,Pl,,,,,,,0
Kamloops,IDFdm1,6,IDFdm1/06,,82133,X,3,Bl,Bl,,,,,,,0
Kamloops,IDFdm1,6,IDFdm1/06,,82133,A,3,Cw,Cw,32,,,,,,0
Kamloops,IDFdm1,7,IDFdm1/07,,82134,X,0,Act,Act,901,,,,,,0
Kamloops,IDFdm1,7,IDFdm1/07,,82134,X,0,At,At,901,,,,,,0
Kamloops,IDFdm1,7,IDFdm1/07,,82134,X,0,Ep,Ep,901,,,,,,0
Kamloops,IDFdm1,7,IDFdm1/07,,82134,P,1,Pl,Pl,1,,,,,,0
Kamloops,IDFdm1,7,IDFdm1/07,,82134,P,1,Sx,Sx,1,,,,,,0
Kamloops,IDFdm1,7,IDFdm1/07,,82134,A,2,Fd,Fd,1,32,,,,,0
Kamloops,IDFdm1,7,IDFdm1/07,,82134,A,2,Lw,Lw,1,32,,,,,0
Kamloops,IDFdm1,7,IDFdm1/07,,82134,X,3,Bl,Bl,1,,,,,,0
